year,state,commodity_name,refed_food_department,refed_food_category,acres_planted,acres_harvested,us_dollars_harvested,tons_harvested,percent_maturity,uid
2018,michigan,carrots,produce,carrots,4200.0,4000.0,14456000.0,76000.0,0.5,B9D1AF7013E8A8AF09ECF9C027D112694684434799426F2ACE420C1AE2C69B995D5F9A427782DE01E84682C9A4977D284A03F933D96C50765117EF41775C9089
2018,texas,carrots,produce,carrots,1700.0,1600.0,3785000.0,20000.0,0.5,E61FDE2F877D1E0030FA19754CE8F5EEC3ADEEDBCB8BF6F949BEFB9B909C13F4D3CB4F4CC74C8715E77A73B08C902E73D9C54F8A14CEBFBCC6BF631F99C0D804
2018,washington,carrots,produce,carrots,6000.0,5900.0,19982000.0,182900.0,0.5,1FDA716E84088392450077F61CA7F128FA1C69577F36F7AA5E4C1DC04479E8CE695BE5D5418EA5282540DDE08219529E179FC2C2F0ADFD5973C6DCBFFA6058F3
2018,wisconsin,carrots,produce,carrots,4100.0,4000.0,7092000.0,86000.0,0.5,7AD812E82220E955E72E5620712529166E67117F50D7365DAC7566E54951FB2512849DC9A399A4BC7B24CB7715233B37F266180B9AA7793B9A8BFCA20CCE0C59
2018,arizona,cauliflower,produce,cauliflower,6100.0,6100.0,79739000.0,57950.0,0.5,11C80BF7FCC6BF131CD3840BF996E5FD210FF1C1B8A071844A4F12B7CAA649F5FCA1762AA4CE1A9FD4ED6AB4F87C66A08F0C1C89227029581D2D83F829C1CF2F
2018,california,cauliflower,produce,cauliflower,39000.0,38800.0,354752000.0,417100.0,0.5,5CD33F2F5A34391F38EF5531CC6A6AB7211C5C04F80B403D7F96D1279F7CFB8467C0456943CCF1B0FB81F3616364F3BFA27BD8EBE184E2598301ECA0C7100709
2018,california,celery,produce,celery,28400.0,28300.0,417347000.0,820700.0,0.5,C6D9D6CC210DD3B940064AB7E31985A960A1434127AF2DE650A2810DCF9F190307C7B8166D7F2C236D970DEE599844B99AFA8977BC858A5B475A287087499E82
2018,michigan,celery,produce,celery,2000.0,1900.0,19471000.0,55100.0,0.5,648AC1FC5BB255D235E51E176C5DD701D6A3A576AE1C9B7D6FAB37743D07900384897687D4F4690A0F8AA02E6E05437A554AAB22845D34EC85B2631004730BB1
2018,california,cherries,produce,cherries,32000.0,32000.0,140395000.0,44800.0,0.5,92C9F2F01796E91DC8C351BE9986FD1A00AC3DB4E11BF87E3B6EB9E9DF73EBDEA5CAF2DD765C10D160A2D0CE536099C29D7785F0C3434862C3642DC7FBFF0E6D
2018,michigan,cherries,produce,cherries,26500.0,26500.0,37936000.0,100500.0,0.5,6B559C3DC5424F75B972BB0A753AD23A25553D89E7C5533C705D3EB447F9E7E9C36439F445AF420AD22F50E06099035AA81FCA1783CCEF798390C354C3B9A5AD
2018,oregon,cherries,produce,cherries,13000.0,13000.0,70835000.0,54600.0,0.5,354ADC1DD31E0C4797015B0D87A269ACC050CB549B030EFE8CF862E2487DCDD24F64373B1F278120DBB22F5C09F641E70CEF09C52AC6FD112DBE3CF7B26A74F2
2018,utah,cherries,produce,cherries,3100.0,3100.0,9102000.0,22500.0,0.5,F12DD743D87680EFC140CEF6BC0E08C5CB12730A58536FFB3174CE63981FF8023AB35D4D341B6B8842BC351D83A886EDC114B6C7FB32F11962F54AA89ECB3305
2018,washington,cherries,produce,cherries,40000.0,40000.0,426470000.0,245000.0,0.5,C615A21AC2DD6A492F201B6D5AEF31A8DBB67C961ECBB1A369F295B84C0D5FEA27BD12454364529134D37164DFD29D38CC70E2C6B087F8D4111450C0620A8D03
2018,wisconsin,cherries,produce,cherries,1500.0,1500.0,1928000.0,5450.0,0.5,8B0A90464C570D999348D811350F386949DE9657A44157A4E431547FEF0C8053CD914B37525CC7396CAAA5A893A696B58D8A762FF8F130399BF7AAA3049395E4
2018,arizona,chili peppers,produce,chili peppers,1100.0,1100.0,2660000.0,3300.0,0.5,50AA06921BF49020639A8905222F0A6118EC632E8F5A2D8B83200894D80EF54BEE9BBEE5D03E3D80E6221EB113FCD98C54096E313D45F6C4A8F55CFE3EA65001
2018,california,chili peppers,produce,chili peppers,2700.0,2700.0,29468000.0,51975.0,0.5,E151A7A0CA1BCAAF02D9426F55ADFCE0F917F284996F822FD54F7B3D3B54AD8DAD8082AB2D0BD19966E6F01CFFE2349DB5F126AF56C6E92125A65C8EA3F2AA04
2018,new mexico,chili peppers,produce,chili peppers,8400.0,7900.0,53766000.0,71100.0,0.5,F36D2D6A5110C925F1052160DA441D4E91E9B56E79F3A3F66D6B5E00FB301DD019FD249749C903B63AC5908013FCAC6C81B7AACF417A071F5CE42F1DCDF6788E
2018,texas,chili peppers,produce,chili peppers,2700.0,2500.0,8873000.0,6875.0,0.5,A39199B13DD9014CFB80572A5DB589D5ADF8196F296A1C171BAB73BAE629F527A43851E174015AA6B793DA60AB78EF52DC1EE725AA7291579BC2DF1D7910A6AB
2018,massachusetts,cranberries,produce,cranberries,12700.0,12700.0,60916000.0,114500.0,0.5,867430F19F9555BB15A2D6B9F2A75AC8B34A1F35125145FD5DF827A69D3D8A4F5B68DC73726E20DE97F5472E52B2BBEF0951A138CDE949E7424870ED6AB7A6AE
2018,new jersey,cranberries,produce,cranberries,3100.0,3100.0,14886000.0,25600.0,0.5,9CE8EA551234F9C1A0F35881E0ADBBD03B6B15AF71830D125CD52F91F01CC0CCEF592ED4944B31479BC5042C7F9E52AE20E099F66D5B8D53184356E5CD665F6E
2018,oregon,cranberries,produce,cranberries,2800.0,2800.0,15101000.0,28950.0,0.5,29182D52C56CEC18B7A8046305B89F17B663981BA0C92B6FEF494A5395968F29AD289556D8FEA42215ECE7873C8EF114AD1C2A61F872EA0E6091F20BF7075896
2018,wisconsin,cranberries,produce,cranberries,20700.0,20700.0,154859000.0,277250.0,0.5,4FAAB3D740F878BA7BF10AA3FCB0890674390C3BE0144A91271CFC20CFB3FA3CD1AAF9C75434C3242233B1D6B83EC789DF4C41A98F2125CBC0EC6FE40585D8CA
